date,predicted_yield_kg
2008-04-06,3.6345804
2008-04-07,0.24874853
2008-04-08,0.7016291
2008-04-09,21.745207
2008-04-10,20.411394
2008-04-11,6.3487906
2008-04-12,19.793985
2008-04-13,-1.3793309
2008-04-14,-1.4266964
2008-04-15,0.03466247
2008-04-16,2.135578
2008-04-17,1.3426042
2008-04-18,2.135578
2008-04-19,-1.0106765
2008-04-20,-0.868677
2008-04-21,0.7454251
2008-04-22,0.4007751
2008-04-23,0.2784222
2008-04-24,5.2817416
2008-04-25,-2.0102813
2008-04-26,-0.5240819
2008-04-27,-0.42080918
2008-04-28,2.2462633
2008-04-29,0.0018791418
2008-04-30,2.1901448
2008-05-01,0.42095023
2008-05-02,0.95114505
2008-05-03,-0.66744655
2008-05-04,3.9980164
2008-05-05,3.814683
2008-05-06,4.2586856
2008-05-07,1.1009778
2008-05-08,4.757291
2008-05-09,1.604307
2008-05-10,4.0038705
2008-05-11,1.5782635
2008-05-12,4.7190633
2008-05-13,0.6557725
2008-05-14,0.86578554
2008-05-15,3.9676726
2008-05-16,-0.25703576
2008-05-17,1.0930768
2008-05-18,0.13299796
2008-05-19,0.8621751
2008-05-20,1.0921572
2008-05-21,2.5137687
2008-05-22,3.9676726
2008-05-23,-0.76527077
2008-05-24,6.2816987
2008-05-25,3.4603271
2008-05-26,3.3852606
2008-05-27,0.1190901
2008-05-28,-0.29871118
2008-05-29,-0.51400006
2008-05-30,3.1300302
2008-05-31,-1.1137027
2008-06-01,-0.3116293
2008-06-02,-0.10536238
2008-06-03,0.08583262
2008-06-04,0.5947897
2008-06-05,0.5027731
2008-06-06,3.442487
2008-06-07,1.0163654
2008-06-08,-1.1718136
2008-06-09,0.8124281
2008-06-10,0.9942896
2008-06-11,-1.3743525
2008-06-12,-0.13947484
2008-06-13,-0.5079193
2008-06-14,-0.051580306
2008-06-15,-0.58070904
2008-06-16,0.70100313
2008-06-17,3.0943093
2008-06-18,-0.13645625
2008-06-19,0.13804884
2008-06-20,-0.16635112
2008-06-21,0.37755173
2008-06-22,1.0914149
2008-06-23,0.86431414
2008-06-24,-0.45625007
2008-06-25,0.030950544
2008-06-26,0.03461761
2008-06-27,-0.11297836
2008-06-28,-0.11297836
2008-06-29,0.03461761
2008-06-30,0.065103315
2008-07-01,-0.013307981
2008-07-02,-0.11297836
2008-07-03,-0.34519127
2008-07-04,-0.8845108
2008-07-05,-0.54939896
2008-07-06,0.4263159
2008-07-07,0.21869372
2008-07-08,0.36578616
2008-07-09,-0.3562999
2008-07-10,3.190305
2008-07-11,0.060124636
2008-07-12,0.10434909
2008-07-13,-0.054319646
2008-07-14,-0.5142485
2008-07-15,0.21760811
2008-07-16,0.056457594
2008-07-17,-0.04251684
2008-07-18,0.36510313
2008-07-19,0.056457594
2008-07-20,0.1719914
2008-07-21,0.12628852
2008-07-22,2.6259406
2008-07-23,-0.23405442
2008-07-24,0.09678179
2008-07-25,-0.47576296
2008-07-26,-0.07241162
2008-07-27,0.019497572
2008-07-28,0.02656276
2008-07-29,-0.15451169
2008-07-30,0.39866504
2008-07-31,-0.41636136
2008-08-01,2.0461388
2008-08-02,-0.0988007
2008-08-03,0.31549525
2008-08-04,0.13424395
2008-08-05,0.22291142
2008-08-06,-0.038849812
2008-08-07,-0.050101865
2008-08-08,-0.3830975
2008-08-09,0.66390353
2008-08-10,0.060675308
2008-08-11,-0.41269428
2008-08-12,0.060124636
2008-08-13,0.77368295
2008-08-14,-0.07241162
2008-08-15,-0.08048176
2008-08-16,0.053610086
2008-08-17,-0.054319646
2008-08-18,0.060124636
2008-08-19,0.094459094
2008-08-20,0.39496484
2008-08-21,1.2440817
2008-08-22,3.8570397
2008-08-23,0.3146997
2008-08-24,0.15985037
2008-08-25,-0.28265527
2008-08-26,0.89746386
2008-08-27,0.09500975
2008-08-28,0.053610086
2008-08-29,-0.41269428
2008-08-30,0.060675308
2008-08-31,0.060675308
2008-09-01,1.2785445
2008-09-02,1.0836091
2008-09-03,3.5701778
2008-09-04,-0.40691575
2008-09-05,4.7695155
2008-09-06,-0.8634023
2008-09-07,0.69949716
2008-09-08,0.8631506
2008-09-09,0.86343074
2008-09-10,1.2144756
2008-09-11,2.3778844
2008-09-12,4.576901
2008-09-13,0.8353357
2008-09-14,1.3843384
2008-09-15,1.8945968
2008-09-16,0.70091426
2008-09-17,0.6938492
2008-09-18,1.1458687
2008-09-19,1.1191597
2008-09-20,0.9050657
2008-09-21,1.1485178
2008-09-22,0.98647934
2008-09-23,4.1457267
2008-09-24,1.2272584
2008-09-25,0.9050657
2008-09-26,1.1081343
2008-09-27,2.4608629
2008-09-28,4.628182
2008-09-29,1.8342115
2008-09-30,1.3131783
2008-10-01,1.5183513
2008-10-02,1.476407
2008-10-03,1.0101517
2008-10-04,1.1344382
2008-10-05,1.4688739
2008-10-06,2.0012555
2008-10-07,2.8920588
2008-10-08,2.5896225
2008-10-09,1.2617044
2008-10-10,4.1091976
2008-10-11,4.4758806
2008-10-12,23.440048
2008-10-13,1.4059445
2008-10-14,1.4585423
2008-10-15,1.3365475
2008-10-16,0.8651562
2008-10-17,3.755831
2008-10-18,1.1837395
2008-10-19,1.2944157
2008-10-20,0.7795313
2008-10-21,1.7835777
2008-10-22,0.32126695
2008-10-23,12.335112
2008-10-24,0.9976277
2008-10-25,1.0637083
2008-10-26,6.335761
2008-10-27,5.675729
2008-10-28,4.3534
2008-10-29,1.3282496
2008-10-30,0.32735756
2008-10-31,4.0693526
2008-11-01,3.1035233
2008-11-02,12.544573
2008-11-03,3.0525491
2008-11-04,2.879867
2008-11-05,0.47599563
2008-11-06,25.51896
2008-11-07,25.407389
2008-11-08,21.272707
2008-11-09,3.2648
2008-11-10,25.293102
2008-11-11,25.987715
2008-11-12,4.3052816
2008-11-13,1.3894008
2008-11-14,7.1775103
2008-11-15,7.036491
2008-11-16,-0.7194939
2008-11-17,2.1072493
2008-11-18,6.3487906
2008-11-19,-1.5125489
2008-11-20,4.1658864
2008-11-21,2.5137687
2008-11-22,0.90540034
2008-11-23,1.3826238
2008-11-24,3.3712184
2008-11-25,-0.10242631
2008-11-26,-0.35119125
2008-11-27,1.7506865
2008-11-28,0.53485596
2008-11-29,6.0025673
2008-11-30,-0.62542695
2008-12-01,-0.7351614
2008-12-02,5.1844945
2008-12-03,-1.470477
2008-12-04,-0.6671802
2008-12-05,-0.62542695
2008-12-06,-0.605288
2008-12-07,2.1317606
2008-12-08,0.3607207
2008-12-09,-0.8405738
2008-12-10,-0.88234186
2008-12-11,0.6260507
2008-12-12,3.483353
2008-12-13,0.5410605
2008-12-14,4.505339
2008-12-15,1.8290948
2008-12-16,12.545019
2008-12-17,1.0070565
2008-12-18,-0.47873342
2008-12-19,-0.5407035
2008-12-20,1.8385756
2008-12-21,2.6336265
2008-12-22,3.870508
2008-12-23,4.257837
2008-12-24,-0.93250763
2008-12-25,6.2231727
2008-12-26,1.5598341
2008-12-27,0.7115291
2008-12-28,-0.8854404
2008-12-29,-0.6499229
2008-12-30,-1.1213628
2008-12-31,-0.074858434
2009-01-01,1.3620579
2009-01-02,3.615866
2009-01-03,1.327214
2009-01-04,2.5300198
2009-01-05,0.39072365
2009-01-06,0.9339061
2009-01-07,2.1219952
2009-01-08,1.6228706
2009-01-09,3.953551
2009-01-10,1.0050884
2009-01-11,2.0744083
2009-01-12,0.7265441
2009-01-13,0.52203166
2009-01-14,0.5118528
2009-01-15,2.3970444
2009-01-16,24.650759
2009-01-17,25.337204
2009-01-18,-0.34125856
2009-01-19,0.8459416
2009-01-20,2.604868
2009-01-21,5.368357
2009-01-22,3.1191266
2009-01-23,-0.20161898
2009-01-24,1.5036546
2009-01-25,1.855958
2009-01-26,5.9345694
2009-01-27,2.7432206
2009-01-28,12.566145
2009-01-29,4.7012186
2009-01-30,0.76384544
2009-01-31,0.67107695
2009-02-01,3.4053793
2009-02-02,3.1766636
2009-02-03,4.753588
2009-02-04,4.594813
2009-02-05,0.97528523
2009-02-06,1.9919516
2009-02-07,1.0928767
2009-02-08,0.5014833
2009-02-09,4.0546117
2009-02-10,-1.3832225
2009-02-11,1.0740887
2009-02-12,2.5256677
2009-02-13,1.1109314
2009-02-14,0.7536606
2009-02-15,1.4634632
2009-02-16,0.42105153
2009-02-17,4.1869235
2009-02-18,3.6179664
2009-02-19,5.026447
2009-02-20,2.8479345
2009-02-21,6.5034122
2009-02-22,1.873028
2009-02-23,1.0649892
2009-02-24,1.0254714
2009-02-25,0.40387717
2009-02-26,1.7553388
2009-02-27,3.2475493
2009-02-28,-0.08169335
2009-03-01,0.74058604
2009-03-02,0.98826784
2009-03-03,4.674694
2009-03-04,2.9615273
2009-03-05,1.2826653
2009-03-06,5.7139735
2009-03-07,3.6133115
2009-03-08,0.32064825
2009-03-09,0.78493625
2009-03-10,1.197678
2009-03-11,2.0962038
2009-03-12,2.0786486
2009-03-13,1.5957913
2009-03-14,3.0321898
2009-03-15,3.5552888
2009-03-16,1.2244169
2009-03-17,1.1940453
2009-03-18,0.80664086
2009-03-19,1.1730695
2009-03-20,1.6138996
2009-03-21,-0.24763855
2009-03-22,-1.3267033
2009-03-23,0.32012662
2009-03-24,0.7786366
2009-03-25,0.7551827
2009-03-26,2.9318097
2009-03-27,1.395314
2009-03-28,2.848933
2009-03-29,1.5797954
2009-03-30,6.3993516
2009-03-31,29.209448
2009-04-01,6.0724106
2009-04-02,0.8868001
2009-04-03,1.6280867
2009-04-04,1.5537095
2009-04-05,2.1398926
2009-04-06,10.934469
2009-04-07,29.06341
2009-04-08,1.4567938
2009-04-09,9.136693
2009-04-10,1.8556716
2009-04-11,2.4353085
2009-04-12,2.3915174
2009-04-13,3.3721993
2009-04-14,0.8758581
2009-04-15,0.98826784
2009-04-16,3.7074862
2009-04-17,1.696739
2009-04-18,1.484838
2009-04-19,5.5365357
2009-04-20,3.6313453
2009-04-21,9.147885
2009-04-22,1.7007664
2009-04-23,2.6554227
2009-04-24,3.321377
2009-04-25,2.5582812
2009-04-26,2.2926023
2009-04-27,4.0116777
2009-04-28,3.0464358
2009-04-29,2.8685296
2009-04-30,2.3967087
2009-05-01,4.547916
2009-05-02,1.4970757
2009-05-03,3.6917663
2009-05-04,1.4981931
2009-05-05,-0.16437308
2009-05-06,2.9002671
2009-05-07,1.6229993
2009-05-08,4.565562
2009-05-09,5.663342
2009-05-10,-0.25082082
2009-05-11,23.531345
2009-05-12,3.4889574
2009-05-13,1.7446269
2009-05-14,3.8543794
2009-05-15,3.3229845
2009-05-16,1.6203169
2009-05-17,4.7813926
2009-05-18,4.8189
2009-05-19,3.8810577
2009-05-20,-0.25361753
2009-05-21,2.4564161
2009-05-22,0.94647187
2009-05-23,2.5717828
2009-05-24,0.9321235
2009-05-25,5.214204
2009-05-26,3.4467936
2009-05-27,5.4232454
2009-05-28,2.4499993
2009-05-29,3.8466973
2009-05-30,0.54876125
2009-05-31,2.274509
2009-06-01,2.837923
2009-06-02,0.96091557
2009-06-03,2.3052776
2009-06-04,4.9630055
2009-06-05,1.661025
2009-06-06,1.3539925
2009-06-07,0.9200726
2009-06-08,0.5633512
2009-06-09,-0.41214362
2009-06-10,3.2713723
2009-06-11,1.138414
2009-06-12,3.0995867
2009-06-13,2.7332778
2009-06-14,4.241078
2009-06-15,0.6886212
2009-06-16,1.3113658
2009-06-17,4.43621
2009-06-18,1.8580686
2009-06-19,0.060675308
2009-06-20,0.09500975
2009-06-21,0.74915737
2009-06-22,-0.41214362
2009-06-23,-0.15578632
2009-06-24,1.0970145
2009-06-25,1.2159458
2009-06-26,1.2404441
2009-06-27,4.039177
2009-06-28,-0.011268796
2009-06-29,4.4406033
2009-06-30,0.38444096
2009-07-01,1.2684425
2009-07-02,1.185767
2009-07-03,-0.18575215
2009-07-04,0.056457594
2009-07-05,0.09079204
2009-07-06,0.17560023
2009-07-07,0.16832428
2009-07-08,-0.113721214
2009-07-09,0.09079204
2009-07-10,1.7192812
2009-07-11,3.7397819
2009-07-12,0.060675308
2009-07-13,0.44980958
2009-07-14,0.69426936
2009-07-15,-0.050101865
2009-07-16,-0.038299147
2009-07-17,0.05305943
2009-07-18,0.22236075
2009-07-19,0.6670191
2009-07-20,0.09079204
2009-07-21,0.019497572
2009-07-22,0.28560042
2009-07-23,-0.26525036
2009-07-24,1.8443372
2009-07-25,0.060675308
2009-07-26,0.059258364
2009-07-27,0.060124636
2009-07-28,-0.18520148
2009-07-29,-0.18520148
2009-07-30,0.22291142
2009-07-31,-0.038849812
2009-08-01,0.094459094
2009-08-02,-0.18520148
2009-08-03,0.8165644
2009-08-04,-0.17098577
2009-08-05,-0.038849812
2009-08-06,-0.41269428
2009-08-07,0.094459094
2009-08-08,0.05870769
2009-08-09,0.06947905
2009-08-10,0.05870769
2009-08-11,0.05870769
2009-08-12,0.22291142
2009-08-13,0.07002972
2009-08-14,0.053610086
2009-08-15,0.09500975
2009-08-16,0.59871
2009-08-17,0.16755983
2009-08-18,1.1558784
2009-08-19,-0.054319646
2009-08-20,-0.038849812
2009-08-21,0.31549525
2009-08-22,0.094459094
2009-08-23,0.060124636
2009-08-24,-0.41269428
2009-08-25,-0.033621855
2009-08-26,0.3249586
2009-08-27,0.06590319
2009-08-28,0.6691314
2009-08-29,-0.21473263
2009-08-30,0.10023764
2009-08-31,0.8631506
2009-09-01,-0.033621855
2009-09-02,0.058287315
2009-09-03,-0.41113353
2009-09-04,0.065352514
2009-09-05,0.058837973
2009-09-06,0.07525767
2009-09-07,0.22813931
2009-09-08,-0.044874076
2009-09-09,0.35908478
2009-09-10,-0.0075878445
2009-09-11,0.05385076
2009-09-12,0.6691314
2009-09-13,0.82891524
2009-09-14,0.7352488
2009-09-15,1.073569
2009-09-16,1.1018347
2009-09-17,1.3141719
2009-09-18,1.2617894
2009-09-19,1.4679816
2009-09-20,6.2663803
2009-09-21,0.9050657
2009-09-22,1.2776278
2009-09-23,0.7811939
2009-09-24,1.4679816
2009-09-25,0.8818478
2009-09-26,0.9050657
2009-09-27,1.4679816
2009-09-28,1.0682952
2009-09-29,1.5562686
2009-09-30,1.4142846
2009-10-01,0.99853045
2009-10-02,1.1509424
2009-10-03,1.7524623
2009-10-04,0.9115099
2009-10-05,1.0682952
2009-10-06,1.314894
2009-10-07,1.1059527
2009-10-08,1.0775821
2009-10-09,0.7647146
2009-10-10,4.4955297
2009-10-11,1.2533696
2009-10-12,0.8956264
2009-10-13,1.1415032
2009-10-14,3.5502167
2009-10-15,26.819046
2009-10-16,25.665676
2009-10-17,23.214735
2009-10-18,26.817814
2009-10-19,4.7902985
2009-10-20,5.4999514
2009-10-21,0.6088195
2009-10-22,4.363849
2009-10-23,3.1191454
2009-10-24,1.1639416
2009-10-25,0.5953935
2009-10-26,26.353567
2009-10-27,21.09578
2009-10-28,4.815901
2009-10-29,3.0367353
2009-10-30,21.745207
2009-10-31,4.851614
2009-11-01,4.122368
2009-11-02,6.5419626
2009-11-03,4.0735483
2009-11-04,0.4450996
2009-11-05,20.40835
2009-11-06,7.4197245
2009-11-07,4.6304293
2009-11-08,3.9406366
2009-11-09,1.1034813
2009-11-10,1.8261895
2009-11-11,5.5734105
2009-11-12,4.903378
2009-11-13,3.615866
2009-11-14,1.4047686
2009-11-15,5.023121
2009-11-16,2.9905868
2009-11-17,13.252395
2009-11-18,20.438103
2009-11-19,0.24091752
2009-11-20,-0.07847041
2009-11-21,1.9753344
2009-11-22,3.58564
2009-11-23,0.73223513
2009-11-24,-0.45276657
2009-11-25,24.560305
2009-11-26,-0.86976665
2009-11-27,-0.48441386
2009-11-28,3.9611905
2009-11-29,-1.1470686
2009-11-30,4.5341477
2009-12-01,3.644652
2009-12-02,4.6881905
2009-12-03,23.68112
2009-12-04,4.4604564
2009-12-05,5.3589153
2009-12-06,5.582593
2009-12-07,5.3588653
2009-12-08,-0.045009047
2009-12-09,5.582593
2009-12-10,20.36531
2009-12-11,0.07775327
2009-12-12,1.6780711
2009-12-13,2.3580668
2009-12-14,0.18066588
2009-12-15,2.780853
2009-12-16,2.407159
2009-12-17,-0.39325416
2009-12-18,-0.9031716
2009-12-19,0.28934374
2009-12-20,0.600145
2009-12-21,1.8863648
2009-12-22,1.1513406
2009-12-23,5.9129415
2009-12-24,24.512669
2009-12-25,-1.4343886
2009-12-26,-1.4948568
2009-12-27,-0.74620056
2009-12-28,0.49868163
2009-12-29,-1.4167017
2009-12-30,-0.6026243
2009-12-31,0.39754212
2010-01-01,4.006134
2010-01-02,0.12480696
2010-01-03,6.2888217
2010-01-04,4.688958
2010-01-05,-1.1231486
2010-01-06,0.69327784
2010-01-07,11.214305
2010-01-08,4.3891573
2010-01-09,24.509624
2010-01-10,5.206812
2010-01-11,-0.68077576
2010-01-12,1.1789325
2010-01-13,0.56361055
2010-01-14,0.55378306
2010-01-15,0.25811073
2010-01-16,-0.035093565
2010-01-17,1.667686
2010-01-18,4.8069754
2010-01-19,-0.66175395
2010-01-20,1.4082016
2010-01-21,5.084202
2010-01-22,1.5313187
2010-01-23,0.31779575
2010-01-24,5.3559957
2010-01-25,2.485242
2010-01-26,2.13634
2010-01-27,1.6765844
2010-01-28,1.3531097
2010-01-29,0.99365884
2010-01-30,2.3188248
2010-01-31,5.042258
2010-02-01,3.78737
2010-02-02,1.2778448
2010-02-03,4.552686
2010-02-04,1.5007167
2010-02-05,1.6139618
2010-02-06,4.302841
2010-02-07,2.6846828
2010-02-08,1.0658436
2010-02-09,1.2035064
2010-02-10,2.1348495
2010-02-11,1.5429034
2010-02-12,0.69740486
2010-02-13,1.4032297
2010-02-14,2.7696497
2010-02-15,0.32151613
2010-02-16,3.9785838
2010-02-17,1.1531776
2010-02-18,3.213911
2010-02-19,4.8857455
2010-02-20,2.906536
2010-02-21,5.4331465
2010-02-22,1.3681773
2010-02-23,0.9334219
2010-02-24,1.509571
2010-02-25,1.3243822
2010-02-26,0.49045998
2010-02-27,11.166059
2010-02-28,26.737026
2010-03-01,24.509624
2010-03-02,5.078643
2010-03-03,0.28615236
2010-03-04,1.6488664
2010-03-05,1.7526923
2010-03-06,11.028599
2010-03-07,5.67016
2010-03-08,24.073452
2010-03-09,1.5942695
2010-03-10,0.07171893
2010-03-11,1.197716
2010-03-12,0.3142856
2010-03-13,3.9507754
2010-03-14,1.3918034
2010-03-15,4.9736085
2010-03-16,25.8445
2010-03-17,1.0941651
2010-03-18,2.505401
2010-03-19,1.1292844
2010-03-20,1.7105674
2010-03-21,4.5903077
2010-03-22,5.4392653
2010-03-23,-0.07674684
2010-03-24,1.2351971
2010-03-25,-0.3048926
2010-03-26,1.4127717
2010-03-27,11.028599
2010-03-28,26.329039
2010-03-29,25.849077
2010-03-30,0.11364367
2010-03-31,1.1449591
2010-04-01,-0.7706175
2010-04-02,24.259104
2010-04-03,4.5903077
2010-04-04,19.650002
2010-04-05,6.2502747
2010-04-06,-0.09400277
2010-04-07,0.025802352
2010-04-08,20.36531
2010-04-09,26.417469
2010-04-10,0.70084614
2010-04-11,0.032686304
2010-04-12,1.723496
2010-04-13,-0.26757035
2010-04-14,-0.8708818
2010-04-15,24.075052
2010-04-16,2.5162911
2010-04-17,0.9927096
2010-04-18,1.0278296
2010-04-19,0.16128384
2010-04-20,0.082414605
2010-04-21,-0.16783597
2010-04-22,-0.24041729
2010-04-23,-0.44363123
2010-04-24,2.987144
2010-04-25,6.1228914
2010-04-26,1.1432145
2010-04-27,24.55441
2010-04-28,0.74862003
2010-04-29,0.049093984
2010-04-30,19.650002
2010-05-01,5.074335
2010-05-02,0.9552975
2010-05-03,1.0522454
2010-05-04,0.17758538
2010-05-05,1.745367
2010-05-06,0.56697464
2010-05-07,-0.14918269
2010-05-08,4.9279823
2010-05-09,-1.0372667
2010-05-10,2.8481069
2010-05-11,1.1899403
2010-05-12,1.3924134
2010-05-13,-0.418018
2010-05-14,4.6862473
2010-05-15,1.7097225
2010-05-16,0.87414485
2010-05-17,-0.0762779
2010-05-18,-0.34444687
2010-05-19,0.9103955
2010-05-20,0.8308684
2010-05-21,5.176024
2010-05-22,-0.68077576
2010-05-23,-0.97988
2010-05-24,0.74047786
2010-05-25,0.87052953
2010-05-26,2.187402
2010-05-27,0.5247582
2010-05-28,4.1014714
2010-05-29,2.252463
2010-05-30,1.0669338
2010-05-31,0.6822971
2010-06-01,1.0678451
2010-06-02,3.6191049
2010-06-03,0.802099
2010-06-04,2.1288462
2010-06-05,1.3524965
2010-06-06,4.158239
2010-06-07,3.261297
2010-06-08,0.20490319
2010-06-09,24.403261
2010-06-10,-0.8270999
2010-06-11,-0.44919765
2010-06-12,0.6661509
2010-06-13,-1.208029
2010-06-14,-0.49137148
2010-06-15,0.3952378
2010-06-16,0.10564926
2010-06-17,3.4911382
2010-06-18,-0.10288712
2010-06-19,1.5892637
2010-06-20,0.614407
2010-06-21,2.9951224
2010-06-22,-0.21121472
2010-06-23,-0.11297836
2010-06-24,-0.009640895
2010-06-25,-0.07102791
2010-06-26,-0.009640895
2010-06-27,-0.106010556
2010-06-28,0.58646643
2010-06-29,-0.22074266
2010-06-30,0.6234855
2010-07-01,-0.55949897
2010-07-02,-0.21121472
2010-07-03,2.316254
2010-07-04,-0.5098195
2010-07-05,1.1174872
2010-07-06,-0.04320282
2010-07-07,-0.075176686
2010-07-08,-0.2544995
2010-07-09,-0.07524558
2010-07-10,2.0841095
2010-07-11,0.17161073
2010-07-12,-0.55489784
2010-07-13,0.86931735
2010-07-14,0.26060024
2010-07-15,-0.13645625
2010-07-16,-0.13278913
2010-07-17,-0.10536238
2010-07-18,-0.04761047
2010-07-19,-0.10536238
2010-07-20,-0.10591305
2010-07-21,-0.6066947
2010-07-22,-0.11297836
2010-07-23,0.065103315
2010-07-24,-0.11242769
2010-07-25,-0.5479046
2010-07-26,-0.76546043
2010-07-27,-0.2117654
2010-07-28,-0.11664536
2010-07-29,0.03461761
2010-07-30,-0.5591156
2010-07-31,0.76795566
2010-08-01,-0.16635112
2010-08-02,-0.10958005
2010-08-03,-0.20962308
2010-08-04,-0.2117654
2010-08-05,-0.04320282
2010-08-06,0.012298402
2010-08-07,2.260973
2010-08-08,3.656581
2010-08-09,-0.4704322
2010-08-10,2.9150162
2010-08-11,1.4401889
2010-08-12,1.1266462
2010-08-13,0.22236075
2010-08-14,0.06947905
2010-08-15,0.094459094
2010-08-16,0.05305943
2010-08-17,0.22291142
2010-08-18,0.30209205
2010-08-19,-0.07702737
2010-08-20,0.73002094
2010-08-21,-0.41214362
2010-08-22,-0.038849812
2010-08-23,0.38898563
2010-08-24,0.060675308
2010-08-25,-0.050101865
2010-08-26,-0.28987333
2010-08-27,0.74915737
2010-08-28,0.9648805
2010-08-29,-0.8802383
2010-08-30,-0.05065253
2010-08-31,1.1805731
2010-09-01,2.434771
2010-09-02,0.9648805
2010-09-03,1.8264971
2010-09-04,1.9562185
2010-09-05,1.6006504
2010-09-06,1.4479748
2010-09-07,1.0837057
2010-09-08,1.138414
2010-09-09,0.9984067
2010-09-10,0.95472574
2010-09-11,-0.41214362
2010-09-12,0.17254207
2010-09-13,0.07002972
2010-09-14,2.077781
2010-09-15,0.09500975
2010-09-16,0.13846171
2010-09-17,0.15985037
2010-09-18,0.053610086
2010-09-19,-0.011268796
2010-09-20,-0.050101865
2010-09-21,0.6088081
2010-09-22,0.05305943
2010-09-23,-0.21097025
2010-09-24,0.2953635
2010-09-25,0.09500975
2010-09-26,0.72230834
2010-09-27,0.67651236
2010-09-28,0.79974157
2010-09-29,-0.07426382
2010-09-30,0.028892415
2010-10-01,0.8152898
2010-10-02,0.09500975
2010-10-03,0.73002094
2010-10-04,0.31971297
2010-10-05,1.0973811
2010-10-06,0.86007583
2010-10-07,0.9717142
2010-10-08,3.3585927
2010-10-09,1.703191
2010-10-10,0.9199687
2010-10-11,0.91530216
2010-10-12,0.94482
2010-10-13,1.4190776
2010-10-14,3.342646
2010-10-15,2.5992107
2010-10-16,1.8715684
2010-10-17,1.33089
2010-10-18,1.0988877
2010-10-19,0.86007583
2010-10-20,1.4893543
2010-10-21,0.5742683
2010-10-22,3.6179664
2010-10-23,0.5150001
2010-10-24,3.7611578
2010-10-25,12.703713
2010-10-26,11.961031
2010-10-27,4.5207148
2010-10-28,5.6085978
2010-10-29,1.1730298
2010-10-30,1.1155535
2010-10-31,13.565862
2010-11-01,7.1563373
2010-11-02,13.520586
2010-11-03,7.0197043
2010-11-04,24.213142
2010-11-05,24.636568
2010-11-06,4.104323
2010-11-07,19.779795
2010-11-08,7.036491
2010-11-09,3.7612264
2010-11-10,24.582586
2010-11-11,25.21026
2010-11-12,24.52686
2010-11-13,4.4999814
2010-11-14,19.634502
2010-11-15,24.560305
2010-11-16,4.4999814
2010-11-17,-0.8658086
2010-11-18,-0.89622885
2010-11-19,0.84418154
2010-11-20,-0.14979759
2010-11-21,0.47789165
2010-11-22,19.653736
2010-11-23,-0.7235257
2010-11-24,-1.5178483
2010-11-25,4.687015
2010-11-26,4.6933494
2010-11-27,-0.8763494
2010-11-28,-1.7440716
2010-11-29,-1.0943028
2010-11-30,-0.24241413
2010-12-01,-0.9151735
2010-12-02,-0.39325416
2010-12-03,-1.0598773
2010-12-04,5.4265876
2010-12-05,1.2637228
2010-12-06,1.1321726
2010-12-07,3.977573
2010-12-08,-1.7431222
2010-12-09,-0.73181266
