date,occupancy_risk
2008-06-17,0.009313659
2008-06-18,0.015940141
2008-06-19,0.022981588
2008-06-20,0.01291491
2008-06-21,0.028147345
2008-06-22,0.01398055
2008-06-23,0.011772533
2008-06-24,0.016226184
2008-06-25,0.02191931
2008-06-26,0.014247753
2008-06-27,0.015071644
2008-06-28,0.019652734
2008-06-29,0.014962714
2008-06-30,0.018994637
2008-07-01,0.015396547
2008-07-02,0.01627395
2008-07-03,0.016704414
2008-07-04,0.018023875
2008-07-05,0.012398818
2008-07-06,0.016208816
2008-07-07,0.012983683
2008-07-08,0.01978803
2008-07-09,0.010512169
2008-07-10,0.0280868
2008-07-11,0.023048038
2008-07-12,0.016652988
2008-07-13,0.015063005
2008-07-14,0.014442959
2008-07-15,0.015037549
2008-07-16,0.011508208
2008-07-17,0.023890108
2008-07-18,0.020065844
2008-07-19,0.016625414
2008-07-20,0.013744679
2008-07-21,0.016947724
2008-07-22,0.015445277
2008-07-23,0.015965369
2008-07-24,0.010868022
2008-07-25,0.018932467
2008-07-26,0.012688099
2008-07-27,0.018497942
2008-07-28,0.016957507
2008-07-29,0.012885247
2008-07-30,0.025016686
2008-07-31,0.015839124
2008-08-01,0.012780143
2008-08-02,0.010521041
2008-08-03,0.017262254
2008-08-04,0.010774322
2008-08-05,0.014972424
2008-08-06,0.012878221
2008-08-07,0.0125609385
2008-08-08,0.01769383
2008-08-09,0.01181322
2008-08-10,0.0141849695
2008-08-11,0.0141778765
2008-08-12,0.014439795
2008-08-13,0.010906534
2008-08-14,0.013504742
2008-08-15,0.010460805
2008-08-16,0.014024479
2008-08-17,0.014296623
2008-08-18,0.01468703
2008-08-19,0.013901333
2008-08-20,0.014223796
2008-08-21,0.011153549
2008-08-22,0.01408937
2008-08-23,0.013266633
2008-08-24,0.013936491
2008-08-25,0.010645472
2008-08-26,0.016635824
2008-08-27,0.013445549
2008-08-28,0.020725876
2008-08-29,0.01133691
2008-08-30,0.016478939
2008-08-31,0.013229076
2008-09-01,0.019618694
2008-09-02,0.012249869
2008-09-03,0.013720971
2008-09-04,0.01505516
2008-09-05,0.010920768
2008-09-06,0.015154964
2008-09-07,0.016045671
2008-09-08,0.013228734
2008-09-09,0.0136156855
2008-09-10,0.014967396
2008-09-11,0.014047946
2008-09-12,0.011098343
2008-09-13,0.014738753
2008-09-14,0.01294079
2008-09-15,0.017141229
2008-09-16,0.011079279
2008-09-17,0.014441221
2008-09-18,0.017370593
2008-09-19,0.020762155
2008-09-20,0.014876627
2008-09-21,0.013714784
2008-09-22,0.018289177
2008-09-23,0.013728671
2008-09-24,0.016893089
2008-09-25,0.018823959
2008-09-26,0.014610891
2008-09-27,0.016249737
2008-09-28,0.019462688
2008-09-29,0.014213642
2008-09-30,0.015310474
2008-10-01,0.013981219
2008-10-02,0.018490545
2008-10-03,0.014632429
2008-10-04,0.015125989
2008-10-05,0.014280015
2008-10-06,0.013477561
2008-10-07,0.013232911
2008-10-08,0.01290913
2008-10-09,0.020870792
2008-10-10,0.015573145
2008-10-11,0.017432772
2008-10-12,0.018978773
2008-10-13,0.022180293
2008-10-14,0.017031383
2008-10-15,0.016010627
2008-10-16,0.023481429
2008-10-17,0.01863671
2008-10-18,0.021658171
2008-10-19,0.016147576
2008-10-20,0.015215591
2008-10-21,0.018029898
2008-10-22,0.023544332
2008-10-23,0.021326203
2008-10-24,0.02181585
2008-10-25,0.016211273
2008-10-26,0.01854397
2008-10-27,0.017744983
2008-10-28,0.018426133
2008-10-29,0.019669369
2008-10-30,0.024533939
2008-10-31,0.0188905
2008-11-01,0.02306276
2008-11-02,0.021091491
2008-11-03,0.025715943
2008-11-04,0.021617144
2008-11-05,0.010180352
2008-11-06,0.02207698
2008-11-07,0.8879337
2008-11-08,0.9248594
2008-11-09,0.6382028
2008-11-10,0.7465181
2008-11-11,0.98875904
2008-11-12,0.99861586
2008-11-13,0.97379184
2008-11-14,0.9944078
2008-11-15,0.96132934
2008-11-16,0.9909616
2008-11-17,0.9530324
2008-11-18,0.99205506
2008-11-19,0.9586052
2008-11-20,0.989956
2008-11-21,0.9645971
2008-11-22,0.99090016
2008-11-23,0.96072125
2008-11-24,0.99279344
2008-11-25,0.9712101
2008-11-26,0.99277663
2008-11-27,0.9576767
2008-11-28,0.99009293
2008-11-29,0.94231766
2008-11-30,0.30886117
2008-12-01,0.20321591
2008-12-02,0.9819372
2008-12-03,0.7010505
2008-12-04,0.007544235
2008-12-05,0.00095931225
2008-12-06,0.27875707
2008-12-07,0.564713
2008-12-08,0.37983736
2008-12-09,0.27990106
2008-12-10,0.50721157
2008-12-11,0.23906055
2008-12-12,0.19640602
2008-12-13,0.30469286
2008-12-14,0.28226614
2008-12-15,0.258136
2008-12-16,0.25162175
2008-12-17,0.25567752
2008-12-18,0.28325826
2008-12-19,0.30016506
2008-12-20,0.44238514
2008-12-21,0.4231236
2008-12-22,0.28143626
2008-12-23,0.25045297
2008-12-24,0.40776366
2008-12-25,0.27215672
2008-12-26,0.13171002
2008-12-27,0.13876247
2008-12-28,0.34363952
2008-12-29,0.52291894
2008-12-30,0.046338197
2008-12-31,0.01954478
2009-01-01,0.034471054
2009-01-02,0.023802351
2009-01-03,0.021116773
2009-01-04,0.035034906
2009-01-05,0.030580843
2009-01-06,0.019463737
2009-01-07,0.018589739
2009-01-08,0.029717462
2009-01-09,0.017629461
2009-01-10,0.016223187
2009-01-11,0.01662543
2009-01-12,0.027102752
2009-01-13,0.01841184
2009-01-14,0.018231334
2009-01-15,0.016838755
2009-01-16,0.028376581
2009-01-17,0.04211798
2009-01-18,0.044748962
2009-01-19,0.020870067
2009-01-20,0.02716312
2009-01-21,0.033951983
2009-01-22,0.032020215
2009-01-23,0.025990019
2009-01-24,0.030832892
2009-01-25,0.020369604
2009-01-26,0.03280725
2009-01-27,0.023874236
2009-01-28,0.020807812
2009-01-29,0.024250466
2009-01-30,0.021196423
2009-01-31,0.025685696
2009-02-01,0.030401096
2009-02-02,0.03209892
2009-02-03,0.03154138
2009-02-04,0.022824204
2009-02-05,0.028040376
2009-02-06,0.027008068
2009-02-07,0.0473482
2009-02-08,0.045124363
2009-02-09,0.0104930615
2009-02-10,0.0042636264
2009-02-11,0.018693792
2009-02-12,0.028472546
2009-02-13,0.022061935
2009-02-14,0.021352703
2009-02-15,0.023553997
2009-02-16,0.036321856
2009-02-17,0.023557441
2009-02-18,0.01971946
2009-02-19,0.0138932895
2009-02-20,0.026283834
2009-02-21,0.014127368
2009-02-22,0.014997431
2009-02-23,0.026892139
2009-02-24,0.017642364
2009-02-25,0.01747649
2009-02-26,0.017518796
2009-02-27,0.014035641
2009-02-28,0.018431636
2009-03-01,0.02044601
2009-03-02,0.017408399
2009-03-03,0.019368669
2009-03-04,0.017743528
2009-03-05,0.029631237
2009-03-06,0.029701374
2009-03-07,0.015885804
2009-03-08,0.019383568
2009-03-09,0.017399544
2009-03-10,0.016387938
2009-03-11,0.018139457
2009-03-12,0.017389283
2009-03-13,0.017556902
2009-03-14,0.013973904
2009-03-15,0.019389352
2009-03-16,0.015231467
2009-03-17,0.029177744
2009-03-18,0.017776186
2009-03-19,0.0204303
2009-03-20,0.017085077
2009-03-21,0.017459236
2009-03-22,0.017781207
2009-03-23,0.026536131
2009-03-24,0.016752046
2009-03-25,0.017890992
2009-03-26,0.017084373
2009-03-27,0.019876137
2009-03-28,0.014565643
2009-03-29,0.012714146
2009-03-30,0.022725737
2009-03-31,0.02833671
2009-04-01,0.030514615
2009-04-02,0.019088969
2009-04-03,0.033808023
2009-04-04,0.019808015
2009-04-05,0.029633615
2009-04-06,0.025004767
2009-04-07,0.035314146
2009-04-08,0.042084564
2009-04-09,0.027106449
2009-04-10,0.059055634
2009-04-11,0.024989165
2009-04-12,0.03342521
2009-04-13,0.03238523
2009-04-14,0.043070424
2009-04-15,0.034240745
2009-04-16,0.03757095
2009-04-17,0.033729054
2009-04-18,0.025930751
2009-04-19,0.051692847
2009-04-20,0.037313912
2009-04-21,0.052640934
2009-04-22,0.064745694
2009-04-23,0.03953408
2009-04-24,0.008191872
2009-04-25,0.01824736
2009-04-26,0.042656984
2009-04-27,0.03258525
2009-04-28,0.04090462
2009-04-29,0.058248475
2009-04-30,0.018502392
2009-05-01,0.008728391
2009-05-02,0.020231022
2009-05-03,0.024395099
2009-05-04,0.020401688
2009-05-05,0.049511727
2009-05-06,0.03403902
2009-05-07,0.023461593
2009-05-08,0.030855818
2009-05-09,0.030043673
2009-05-10,0.02233945
2009-05-11,0.033548217
2009-05-12,0.042788796
2009-05-13,0.037926268
2009-05-14,0.033382554
2009-05-15,0.022793595
2009-05-16,0.025930425
2009-05-17,0.039714202
2009-05-18,0.07391917
2009-05-19,0.03406663
2009-05-20,0.031120608
2009-05-21,0.041829437
2009-05-22,0.027593138
2009-05-23,0.041413814
2009-05-24,0.033896226
2009-05-25,0.06868362
2009-05-26,0.029047623
2009-05-27,0.032825213
2009-05-28,0.0144843105
2009-05-29,0.03138861
2009-05-30,0.030975996
2009-05-31,0.031984948
2009-06-01,0.02224944
2009-06-02,0.0336161
2009-06-03,0.03682381
2009-06-04,0.01301508
2009-06-05,0.012595543
2009-06-06,0.03539776
2009-06-07,0.020555515
2009-06-08,0.044824388
2009-06-09,0.020319998
2009-06-10,0.013178144
2009-06-11,0.019892197
2009-06-12,0.022794556
2009-06-13,0.018035682
2009-06-14,0.026462007
2009-06-15,0.015770862
2009-06-16,0.019995615
2009-06-17,0.016982315
2009-06-18,0.018769197
2009-06-19,0.015561756
2009-06-20,0.031209767
2009-06-21,0.019694883
2009-06-22,0.019488974
2009-06-23,0.016147653
2009-06-24,0.029647242
2009-06-25,0.019018967
2009-06-26,0.023404066
2009-06-27,0.017491046
2009-06-28,0.02376259
2009-06-29,0.020121021
2009-06-30,0.01418387
2009-07-01,0.014701313
2009-07-02,0.015074658
2009-07-03,0.014329573
2009-07-04,0.021440549
2009-07-05,0.012935642
2009-07-06,0.014732808
2009-07-07,0.017163102
2009-07-08,0.020005839
2009-07-09,0.011831777
2009-07-10,0.014628903
2009-07-11,0.015543064
2009-07-12,0.014366088
2009-07-13,0.015786612
2009-07-14,0.011487653
2009-07-15,0.016834864
2009-07-16,0.014306221
2009-07-17,0.016806105
2009-07-18,0.016002899
2009-07-19,0.0163039
2009-07-20,0.010935986
2009-07-21,0.023839345
2009-07-22,0.012538313
2009-07-23,0.014776158
2009-07-24,0.013367847
2009-07-25,0.01826147
2009-07-26,0.013587306
2009-07-27,0.011531775
2009-07-28,0.01433922
2009-07-29,0.014358184
2009-07-30,0.013961723
2009-07-31,0.010463505
2009-08-01,0.014552392
2009-08-02,0.010647904
2009-08-03,0.01574285
2009-08-04,0.017532097
2009-08-05,0.017657446
2009-08-06,0.013834687
2009-08-07,0.012657492
2009-08-08,0.013718938
2009-08-09,0.016339699
2009-08-10,0.014097333
2009-08-11,0.016443048
2009-08-12,0.01158263
2009-08-13,0.01313961
2009-08-14,0.012172143
2009-08-15,0.011161915
2009-08-16,0.016530061
2009-08-17,0.01969087
2009-08-18,0.014993424
2009-08-19,0.01209075
2009-08-20,0.016852606
2009-08-21,0.014437739
2009-08-22,0.012365014
2009-08-23,0.013290423
2009-08-24,0.01532816
2009-08-25,0.016544554
2009-08-26,0.013458269
2009-08-27,0.010959608
2009-08-28,0.017976083
2009-08-29,0.014759932
2009-08-30,0.017113054
2009-08-31,0.015805399
2009-09-01,0.01436933
2009-09-02,0.013846775
2009-09-03,0.013574792
2009-09-04,0.01177078
2009-09-05,0.014955723
2009-09-06,0.011654752
2009-09-07,0.015160915
2009-09-08,0.013089011
2009-09-09,0.011743493
2009-09-10,0.013117147
2009-09-11,0.015886743
2009-09-12,0.013551614
2009-09-13,0.013183782
2009-09-14,0.017752364
2009-09-15,0.012649838
2009-09-16,0.012928344
2009-09-17,0.014797811
2009-09-18,0.01198684
2009-09-19,0.017289544
2009-09-20,0.01638819
2009-09-21,0.016690534
2009-09-22,0.011538777
2009-09-23,0.01500831
2009-09-24,0.011770275
2009-09-25,0.016366491
2009-09-26,0.013044693
2009-09-27,0.016985103
2009-09-28,0.014284579
2009-09-29,0.018700467
2009-09-30,0.014489096
2009-10-01,0.013415298
2009-10-02,0.014244645
2009-10-03,0.016093789
2009-10-04,0.017295476
2009-10-05,0.016447218
2009-10-06,0.020000245
2009-10-07,0.013429625
2009-10-08,0.018607782
2009-10-09,0.020026764
2009-10-10,0.01405321
2009-10-11,0.015501151
2009-10-12,0.021819253
2009-10-13,0.015103538
2009-10-14,0.02043352
2009-10-15,0.014375444
2009-10-16,0.030062923
2009-10-17,0.055060823
2009-10-18,0.03627437
2009-10-19,0.037928637
2009-10-20,0.02688151
2009-10-21,0.035522524
2009-10-22,0.02971603
2009-10-23,0.03909656
2009-10-24,0.020292865
2009-10-25,0.03486002
2009-10-26,0.028004121
2009-10-27,0.20456636
2009-10-28,0.10851418
2009-10-29,0.083191015
2009-10-30,0.052957457
2009-10-31,0.11186338
2009-11-01,0.08350371
2009-11-02,0.06820964
2009-11-03,0.11267979
2009-11-04,0.09306837
2009-11-05,0.112085335
2009-11-06,0.1454351
2009-11-07,0.2273389
2009-11-08,0.020841118
2009-11-09,0.016738895
2009-11-10,0.017510256
2009-11-11,0.024713915
2009-11-12,0.0237862
2009-11-13,0.08197668
2009-11-14,0.059906002
2009-11-15,0.04798064
2009-11-16,0.037997372
2009-11-17,0.16792485
2009-11-18,0.08341827
2009-11-19,0.0080953
2009-11-20,0.012879688
2009-11-21,0.33074418
2009-11-22,0.10460307
2009-11-23,0.0682323
2009-11-24,0.021845846
2009-11-25,0.078771494
2009-11-26,0.12474621
2009-11-27,0.10209243
2009-11-28,0.09287552
2009-11-29,0.044935662
2009-11-30,0.039419133
2009-12-01,0.11887638
2009-12-02,0.07159074
2009-12-03,0.22197957
2009-12-04,0.52731276
2009-12-05,0.4909381
2009-12-06,0.4286217
2009-12-07,0.3251584
2009-12-08,0.18870598
2009-12-09,0.5054482
2009-12-10,0.45088413
2009-12-11,0.21441141
2009-12-12,0.08508023
2009-12-13,0.42937684
2009-12-14,0.17146197
2009-12-15,0.14193888
2009-12-16,0.17497273
2009-12-17,0.2998999
2009-12-18,0.3032507
2009-12-19,0.045528576
2009-12-20,0.13997944
2009-12-21,0.23543581
2009-12-22,0.064066134
2009-12-23,0.3915669
2009-12-24,0.21004875
2009-12-25,0.6656596
2009-12-26,0.27095336
2009-12-27,0.032672003
2009-12-28,0.07481493
2009-12-29,0.4370317
2009-12-30,0.1494448
2009-12-31,0.20951335
2010-01-01,0.23849347
2010-01-02,0.23810941
2010-01-03,0.08324881
2010-01-04,0.30280074
2010-01-05,0.28176135
2010-01-06,0.14441724
2010-01-07,0.3561782
2010-01-08,0.16713497
2010-01-09,0.19723676
2010-01-10,0.7229065
2010-01-11,0.55145764
2010-01-12,0.6639237
2010-01-13,0.57437164
2010-01-14,0.406936
2010-01-15,0.5808824
2010-01-16,0.11584936
2010-01-17,0.030216778
2010-01-18,0.079094395
2010-01-19,0.41802692
2010-01-20,0.35141784
2010-01-21,0.13378029
2010-01-22,0.18325803
2010-01-23,0.16012898
2010-01-24,0.19538285
2010-01-25,0.18326566
2010-01-26,0.23659731
2010-01-27,0.055969857
2010-01-28,0.031906955
2010-01-29,0.3261622
2010-01-30,0.1118062
2010-01-31,0.17316048
2010-02-01,0.12549365
2010-02-02,0.0036441446
2010-02-03,0.009279027
2010-02-04,0.10152187
2010-02-05,0.05848285
2010-02-06,0.074518844
2010-02-07,0.058079377
2010-02-08,0.0800156
2010-02-09,0.061878573
2010-02-10,0.17319667
2010-02-11,0.045000765
2010-02-12,0.042828098
2010-02-13,0.05760052
2010-02-14,0.050371367
2010-02-15,0.03712012
2010-02-16,0.036996346
2010-02-17,0.053330377
2010-02-18,0.04363346
2010-02-19,0.03761517
2010-02-20,0.056075945
2010-02-21,0.04513853
2010-02-22,0.031075548
2010-02-23,0.03539435
2010-02-24,0.055860862
2010-02-25,0.046511672
2010-02-26,0.086070456
2010-02-27,0.030465243
2010-02-28,0.022256704
2010-03-01,0.049566127
2010-03-02,0.27783242
2010-03-03,0.08246189
2010-03-04,0.115812205
2010-03-05,0.09070225
2010-03-06,0.08348234
2010-03-07,0.11164838
2010-03-08,0.0905103
2010-03-09,0.89858806
2010-03-10,0.81523514
2010-03-11,0.6838014
2010-03-12,0.7491614
2010-03-13,0.5296927
2010-03-14,0.7523353
2010-03-15,0.46350357
2010-03-16,0.71833265
2010-03-17,0.76520765
2010-03-18,0.79113936
2010-03-19,0.6872039
2010-03-20,0.776922
2010-03-21,0.6746826
2010-03-22,0.83151066
2010-03-23,0.6548698
2010-03-24,0.18307184
2010-03-25,0.047572326
2010-03-26,0.33870968
2010-03-27,0.44073668
2010-03-28,0.6113743
2010-03-29,0.5456841
2010-03-30,0.76398635
2010-03-31,0.19553328
2010-04-01,0.0038320033
2010-04-02,0.030627709
2010-04-03,0.6572892
2010-04-04,0.2977158
2010-04-05,0.63161385
2010-04-06,0.33492902
2010-04-07,0.52373827
2010-04-08,0.4156167
2010-04-09,0.15047193
2010-04-10,0.80875176
2010-04-11,0.6578611
2010-04-12,0.66538614
2010-04-13,0.7076519
2010-04-14,0.58665395
2010-04-15,0.6056597
2010-04-16,0.904364
2010-04-17,0.7665163
2010-04-18,0.75401884
2010-04-19,0.8128085
2010-04-20,0.7019258
2010-04-21,0.28536758
2010-04-22,0.14319167
2010-04-23,0.5148769
2010-04-24,0.75300884
2010-04-25,0.83419335
2010-04-26,0.04542202
2010-04-27,0.18686156
2010-04-28,0.3784344
2010-04-29,0.29251084
2010-04-30,0.41874668
2010-05-01,0.5715364
2010-05-02,0.118401274
2010-05-03,0.03150073
2010-05-04,0.07093487
2010-05-05,0.68907464
2010-05-06,0.4011222
2010-05-07,0.6293628
2010-05-08,0.596963
2010-05-09,0.16251561
2010-05-10,0.13351433
2010-05-11,0.49986312
2010-05-12,0.3997774
2010-05-13,0.38019794
2010-05-14,0.33266267
2010-05-15,0.4698471
2010-05-16,0.5635491
2010-05-17,0.40016815
2010-05-18,0.29200727
2010-05-19,0.5350901
2010-05-20,0.5688675
2010-05-21,0.08328815
2010-05-22,0.2813983
2010-05-23,0.55086225
2010-05-24,0.09860478
2010-05-25,0.18780988
2010-05-26,0.23246004
2010-05-27,0.3890721
2010-05-28,0.045750476
2010-05-29,0.04796804
2010-05-30,0.043116268
2010-05-31,0.054720096
2010-06-01,0.041401148
2010-06-02,0.1304742
2010-06-03,0.038017545
2010-06-04,0.066608
2010-06-05,0.055231337
2010-06-06,0.02412258
2010-06-07,0.03172397
2010-06-08,0.030707251
2010-06-09,0.024923932
2010-06-10,0.055832326
2010-06-11,0.050617997
2010-06-12,0.0531302
2010-06-13,0.032915924
2010-06-14,0.070647664
2010-06-15,0.037276063
2010-06-16,0.02610103
2010-06-17,0.062037636
2010-06-18,0.03480712
2010-06-19,0.035887443
2010-06-20,0.034029618
2010-06-21,0.026701078
2010-06-22,0.021782275
2010-06-23,0.026370015
2010-06-24,0.02239227
2010-06-25,0.021186829
2010-06-26,0.02516262
2010-06-27,0.019219134
2010-06-28,0.022778992
2010-06-29,0.038428325
2010-06-30,0.030326666
2010-07-01,0.059067868
2010-07-02,0.019034626
2010-07-03,0.0038178295
2010-07-04,0.01278813
2010-07-05,0.040884044
2010-07-06,0.015243365
2010-07-07,0.022068974
2010-07-08,0.021742016
2010-07-09,0.019722234
2010-07-10,0.024119971
2010-07-11,0.025473753
2010-07-12,0.020978717
2010-07-13,0.018808303
2010-07-14,0.015142201
2010-07-15,0.029564662
2010-07-16,0.017400302
2010-07-17,0.015754707
2010-07-18,0.024498684
2010-07-19,0.014262136
2010-07-20,0.018700354
2010-07-21,0.022586817
2010-07-22,0.017297413
2010-07-23,0.024366863
2010-07-24,0.019409994
2010-07-25,0.022218145
2010-07-26,0.016084075
2010-07-27,0.041756786
2010-07-28,0.013659596
2010-07-29,0.011828305
2010-07-30,0.013453964
2010-07-31,0.0154395
2010-08-01,0.01454084
2010-08-02,0.012303149
2010-08-03,0.01378799
2010-08-04,0.01425998
2010-08-05,0.013053912
2010-08-06,0.018766377
2010-08-07,0.011426528
2010-08-08,0.013520193
2010-08-09,0.01762984
2010-08-10,0.010197521
2010-08-11,0.018868314
2010-08-12,0.013733612
2010-08-13,0.011833438
2010-08-14,0.01572548
2010-08-15,0.015639266
2010-08-16,0.012857361
2010-08-17,0.013338339
2010-08-18,0.014235775
2010-08-19,0.01604002
2010-08-20,0.012494982
2010-08-21,0.01705028
2010-08-22,0.010491423
2010-08-23,0.014944867
2010-08-24,0.011369789
2010-08-25,0.016440433
2010-08-26,0.011783989
2010-08-27,0.015409402
2010-08-28,0.011009422
2010-08-29,0.014855546
2010-08-30,0.013956524
2010-08-31,0.016040245
2010-09-01,0.011029689
2010-09-02,0.014778054
2010-09-03,0.017490897
2010-09-04,0.010900538
2010-09-05,0.01845896
2010-09-06,0.015985457
2010-09-07,0.013773539
2010-09-08,0.012748392
2010-09-09,0.016090127
2010-09-10,0.018061118
2010-09-11,0.012062396
2010-09-12,0.011783782
2010-09-13,0.012984746
2010-09-14,0.013725418
2010-09-15,0.013256193
2010-09-16,0.016186584
2010-09-17,0.013018198
2010-09-18,0.01225145
2010-09-19,0.013504772
2010-09-20,0.014224371
2010-09-21,0.011506131
2010-09-22,0.019207953
2010-09-23,0.013301908
2010-09-24,0.0152969565
2010-09-25,0.015327498
2010-09-26,0.012564646
2010-09-27,0.017293919
2010-09-28,0.016513487
2010-09-29,0.02178399
2010-09-30,0.011498796
2010-10-01,0.01513837
2010-10-02,0.012707784
2010-10-03,0.014714683
2010-10-04,0.014409453
2010-10-05,0.017419104
2010-10-06,0.014350709
2010-10-07,0.012191525
2010-10-08,0.01701852
2010-10-09,0.013727587
2010-10-10,0.013349682
2010-10-11,0.018702177
2010-10-12,0.014961604
2010-10-13,0.013785578
2010-10-14,0.0149373375
2010-10-15,0.015165807
2010-10-16,0.016117092
2010-10-17,0.019044498
2010-10-18,0.012556864
2010-10-19,0.0148656955
2010-10-20,0.016792905
2010-10-21,0.020219695
2010-10-22,0.012517112
2010-10-23,0.017027318
2010-10-24,0.013233682
2010-10-25,0.016490566
2010-10-26,0.017482335
2010-10-27,0.017283257
2010-10-28,0.022873027
2010-10-29,0.02636666
2010-10-30,0.020083575
2010-10-31,0.024773229
2010-11-01,0.020449413
2010-11-02,0.017712299
2010-11-03,0.027692942
2010-11-04,0.02010465
2010-11-05,0.032209117
2010-11-06,0.041037027
2010-11-07,0.03084386
2010-11-08,0.043388862
2010-11-09,0.026671855
2010-11-10,0.03649435
2010-11-11,0.09357381
2010-11-12,0.08310328
2010-11-13,0.051825546
2010-11-14,0.046349056
2010-11-15,0.06714082
2010-11-16,0.1362011
2010-11-17,0.09603695
2010-11-18,0.08586539
2010-11-19,0.045529798
2010-11-20,0.06948841
2010-11-21,0.05251498
2010-11-22,0.081901126
2010-11-23,0.13707285
2010-11-24,0.051637035
2010-11-25,0.101099364
2010-11-26,0.112027854
2010-11-27,0.1898961
2010-11-28,0.044376038
2010-11-29,0.017313784
2010-11-30,0.049855627
2010-12-01,0.057160456
2010-12-02,0.09328749
2010-12-03,0.18965364
2010-12-04,0.015032572
2010-12-05,0.01480585
2010-12-06,0.013655268
2010-12-07,0.17073916
2010-12-08,0.031354394
2010-12-09,0.011566067
2010-12-10,0.050198242
2010-12-11,0.046706896
2010-12-12,0.089126386
2010-12-13,0.05816158
2010-12-14,0.07572207
2010-12-15,0.096457765
2010-12-16,0.02613289
2010-12-17,0.03955623
2010-12-18,0.13295482
2010-12-19,0.042696584
2010-12-20,0.039435748
2010-12-21,0.039491482
2010-12-22,0.09499969
2010-12-23,0.10590752
2010-12-24,0.040007863
2010-12-25,0.07815673
2010-12-26,0.05481318
2010-12-27,0.050399367
2010-12-28,0.112831324
2010-12-29,0.12612545
2010-12-30,0.028389074
2010-12-31,0.010988543
2011-01-01,0.06116711
2011-01-02,0.06776602
